unique_id,roi,num_nan,num_voxel,pct_nan,exclude
ds002236_sub-0069,Left IFG,27,3567,0.76,FALSE
ds002236_sub-0071,Left IFG,9,3567,0.25,FALSE
ds002236_sub-0073,Left IFG,7,3567,0.2,FALSE
ds002236_sub-0074,Left IFG,6,3567,0.17,FALSE
ds002236_sub-0075,Left IFG,31,3567,0.87,FALSE
ds002236_sub-0076,Left IFG,29,3567,0.81,FALSE
ds002236_sub-0077,Left IFG,16,3567,0.45,FALSE
ds002236_sub-0079,Left IFG,53,3567,1.49,FALSE
ds002236_sub-0080,Left IFG,103,3567,2.89,FALSE
ds002236_sub-0081,Left IFG,36,3567,1.01,FALSE
ds002236_sub-0082,Left IFG,80,3567,2.24,FALSE
ds002236_sub-0083,Left IFG,50,3567,1.4,FALSE
ds002236_sub-0084,Left IFG,161,3567,4.51,FALSE
ds002236_sub-0090,Left IFG,50,3567,1.4,FALSE
ds006239_sub-1002,Left IFG,67,3567,1.88,FALSE
ds006239_sub-1076,Left IFG,3,3567,0.08,FALSE
ds006239_sub-1079,Left IFG,81,3567,2.27,FALSE
ds006239_sub-1080,Left IFG,1,3567,0.03,FALSE
ds006239_sub-1081,Left IFG,18,3567,0.5,FALSE
ds006239_sub-1082,Left IFG,99,3567,2.78,FALSE
ds006239_sub-1086,Left IFG,12,3567,0.34,FALSE
ds006239_sub-1089,Left IFG,99,3567,2.78,FALSE
ds006239_sub-1090,Left IFG,2,3567,0.06,FALSE
ds006239_sub-1101,Left IFG,142,3567,3.98,FALSE
ds006239_sub-1102,Left IFG,32,3567,0.9,FALSE
ds006239_sub-1103,Left IFG,17,3567,0.48,FALSE
ds006239_sub-1105,Left IFG,36,3567,1.01,FALSE
ds006239_sub-1107,Left IFG,16,3567,0.45,FALSE
ds006239_sub-1110,Left IFG,53,3567,1.49,FALSE
ds006239_sub-1111,Left IFG,18,3567,0.5,FALSE
ds006239_sub-1116,Left IFG,32,3567,0.9,FALSE
ds006239_sub-1117,Left IFG,0,3567,0,FALSE
ds006239_sub-1119,Left IFG,90,3567,2.52,FALSE
ds006239_sub-1122,Left IFG,44,3567,1.23,FALSE
ds006239_sub-1129,Left IFG,57,3567,1.6,FALSE
ds006239_sub-1130,Left IFG,123,3567,3.45,FALSE
ds006239_sub-1148,Left IFG,0,3567,0,FALSE
ds006239_sub-1156,Left IFG,62,3567,1.74,FALSE
ds006239_sub-1160,Left IFG,109,3567,3.06,FALSE
ds006239_sub-1161,Left IFG,36,3567,1.01,FALSE
ds006239_sub-1169,Left IFG,83,3567,2.33,FALSE
ds006239_sub-1178,Left IFG,15,3567,0.42,FALSE
ds006239_sub-1180,Left IFG,17,3567,0.48,FALSE
ds006239_sub-1181,Left IFG,2,3567,0.06,FALSE
ds006239_sub-1187,Left IFG,5,3567,0.14,FALSE
ds006239_sub-1190,Left IFG,0,3567,0,FALSE
ds006239_sub-1191,Left IFG,5,3567,0.14,FALSE
ds006239_sub-1192,Left IFG,30,3567,0.84,FALSE
ds006239_sub-1193,Left IFG,101,3567,2.83,FALSE
ds006239_sub-1194,Left IFG,75,3567,2.1,FALSE
ds006239_sub-1195,Left IFG,23,3567,0.64,FALSE
ds006239_sub-1196,Left IFG,6,3567,0.17,FALSE
ds006239_sub-1197,Left IFG,2,3567,0.06,FALSE
ds006239_sub-1198,Left IFG,0,3567,0,FALSE
ds006239_sub-1199,Left IFG,62,3567,1.74,FALSE
ds006239_sub-1204,Left IFG,24,3567,0.67,FALSE
ds006239_sub-1205,Left IFG,19,3567,0.53,FALSE
ds006239_sub-1206,Left IFG,21,3567,0.59,FALSE
ds006239_sub-1208,Left IFG,29,3567,0.81,FALSE
ds006239_sub-1209,Left IFG,42,3567,1.18,FALSE
ds006239_sub-1210,Left IFG,95,3567,2.66,FALSE
ds006239_sub-1211,Left IFG,46,3567,1.29,FALSE
ds006239_sub-1213,Left IFG,10,3567,0.28,FALSE
ds006239_sub-1219,Left IFG,70,3567,1.96,FALSE
ds006239_sub-1220,Left IFG,22,3567,0.62,FALSE
ds006239_sub-1223,Left IFG,11,3567,0.31,FALSE
